FEN,Next move
r1br4/p1k1bp2/n2p3n/2p1P2p/1Pp2PpP/3qPQPR/PB1N3N/R3KB2 w - - 3 26,f3a8
1rb1q1nr/1p2b1Q1/B2kpp1p/p1ppn3/3P4/N1P1P1P1/PP3P1P/R1B2KNR w - - 0 14,d4e5
rnq1k2r/1pp3b1/3p1p1p/P2npbp1/5PP1/B1PP3P/P3P3/RNQK1BNR b kq - 1 12,f5d7
1n1bk1n1/1p1bPp2/r1p3r1/p2pqP1p/1P6/4PBPp/P1P1NQ2/RNB2K1R b - - 2 22,e8e7
rn4nr/p5bp/Q1kp1pp1/1p4P1/3p4/P2bPP1P/RR2N3/2BK2N1 b - - 0 21,b8a6
4r3/ppnk3p/6pn/2rpp1p1/3qP2P/PPPQ1b1R/R3PPB1/4K1N1 w - - 7 24,c3d4
rnb1qb1r/1ppk1p1p/p5pB/3pp3/3PP3/5P2/PPPK2PP/RN1Q1BNR b - - 2 8,f8h6
r1bk1br1/ppp4p/B3pp2/3p2pP/PP1P1P2/5K2/2PNn1P1/RNB1Q2R w - - 2 23,f3e2
1rb2k1r/6bp/3p4/1Pp1ppp1/2p1P1P1/P1Q2P2/3Pn1BP/RNB1K1NR b - - 7 24,e2c3
2b1kr2/q2ppp2/rNn2b2/pp4pp/3Pn3/4KP1P/P1P1Q1P1/R1B2BR1 b - - 1 19,a7b6
r1b2k1r/ppp2p1p/2B1p1pb/2q5/PP1n1P2/B1N1PKP1/2PP3R/R2Q4 w - - 0 19,f3f2
r1bq1kr1/1pNp3p/p1p4b/2n1pp1p/1P1PP1n1/2P4N/P3KPP1/R1B2B1R w - - 2 17,c7a8
6kr/pb4bp/Q1P1pp2/2pp1p2/4P1nP/P2n1K2/R2P2B1/2B1NR2 w - - 5 26,c6b7
1nbqkbn1/p7/1r2pPr1/1PPp3R/P1Q1P3/R2P1PP1/8/1N2KBN1 b - - 0 25,d5c4
r1b1k1nr/p2pNp2/n5pb/1Np4p/pP6/2P2q2/P2PPPPP/R1B1KBR1 b Qkq - 2 12,f3f6
1n1qkbr1/rbp1pppp/1p6/p2pP3/4P1P1/N1K4P/PPP2P2/R1BQ1BNR b - - 0 10,e7e6
1q3bnr/rp2pk2/2p3pp/3p4/1p2P1bP/B2P1P2/P1PK2P1/RN3BR1 b - - 1 17,b4a3
r1b2knr/4p2p/p2N1p1b/1pP2pP1/8/5K1P/P2PQ2R/R1B2Bq1 w - - 0 19,g5h6
r1q1k2r/nb2p2p/pp3npB/1Npp2N1/2R3p1/2b5/P1Q1PP1P/R2K1B2 w kq - 0 23,b5a7
r1bqkn1r/2p1bp1p/1p4pn/p2pB3/3Pp3/1PNQ2PP/P1P1PPN1/R3KB1R b KQkq - 3 13,e4d3
rnb3nr/p2pkppp/4pb2/1pp1q2P/5B2/N2P1NP1/PPP1PP2/R2QKB1R b - - 4 11,e5b2
rn2k2r/ppp1qpBp/8/1P1pp1p1/Q5P1/b1PP1b1P/P3PP2/R3KB1R w kq - 0 14,e2f3
rnbqk1nr/p1pp2p1/5p2/1P2p3/2P4p/2RPb3/1P2PPPP/1N2KBNR b K - 1 14,e3f2
rnb1k2r/pp1p3p/2pbppp1/3n1Q2/q2PP1PP/1PN5/P1P2P2/1RBK1BNR w kq - 3 11,f5d5
rnb2b1r/pp1ppk1p/7n/2p1qpp1/PP6/4PN2/1BPPBPPP/RN1QKR2 b Q - 0 10,e5b2
rnbqkbnr/1ppp2pp/p3pp2/8/P7/R1P1P2P/1P1PBPP1/1NBQK1NR b Kkq - 0 6,f8a3
r1b3nr/4kpp1/pp2pq1p/nQ1p3B/P3P2P/b1P3P1/1P1P4/RNB1K1NR w KQ - 2 18,b5b6
2r1qkr1/p3pp1p/Bp1p1n1b/2pb1P2/3P1P2/1PP3PP/P7/RNB1K1NR b KQ - 2 16,d5h1
rn3k2/1p1b4/p3Qbrp/1B3p1R/PP3P2/2N1P1P1/2P5/3K2N1 w - - 1 22,b5d7
rn3b1r/6kp/b2pp2n/1p3pp1/1P3PPP/N3B2B/P2P1K2/R4QNR w - - 1 21,h4g5
rn4nr/pp2p1bp/2p3p1/2P5/P1Qpp1k1/5N1R/RPN1KPP1/2B2B2 w - - 9 24,c4e6
r1b2bnr/p1Nqpkp1/npp5/3p3p/3PP1p1/4QP2/PPPK3P/R1B2BNR w - - 2 11,c7a8
rn1qkb1r/p1pppp2/1pb4n/7p/5p1P/N3P2R/PPPP1NP1/R1BQKB2 w Qkq - 1 9,d1h5
2rq1b1r/p1p1pp1p/1p1kb1p1/3p4/3PQ1P1/2P4P/PPn1PPB1/RNBK2NR w - - 1 14,e4c2
1nbqkbr1/rp1pppp1/p3Qn2/2p5/7p/2P2PPP/PP1PP2R/RNB1KBN1 b Q - 1 8,d7e6
rnbqk3/2p2pbp/2Pp4/p3p1r1/P1N3PP/3PPp2/3B1P2/R2QKB1R w KQq - 0 17,h4g5
2bnk1nr/1pp2pb1/r3p2p/p3p3/P2P2P1/NPP1P3/2KQ1PqP/R1B2B1R b k - 2 15,g2h1
2kr1b1r/p2npp1p/1pp1bBp1/3p2NP/3P2n1/2N1P3/PPPK2Bq/R5QR w - - 1 14,h1h2
r3q1nr/1pp1p2p/1QP2p1k/1N1b4/3p1b2/3Pn2p/PP1K1P2/R1B2B1R b - - 2 23,c7b6
rB4nr/pp2bk1p/1q3p2/2pp2p1/4P1b1/PPK4N/2P1PPBP/RN1Q3R w - - 1 15,b8g3
r3kb1r/pp2p2p/2n2p2/3pqn2/1PPP1PP1/P7/1R1BP2P/3QKB1b b kq - 6 20,e5d4
r1b1kb2/p1n1B3/3p1r1p/nNp1pp2/PPP5/5PPp/RQ2PK2/5BNR w - - 0 21,b5c7
rnb2N1r/2ppk1q1/7p/p1pn2pP/6R1/2P5/P2PPK2/RNB1QB2 w - - 4 23,f8g6
r1bk2r1/pp1p1ppp/n2b4/2p1pn2/1P2P2q/2PN1P2/P2P1QP1/RNBK2R1 w - - 0 16,e4f5
1nN1kbn1/1p1pp2r/2p2pp1/2P5/pP1Nr3/4PQPp/PB3P1P/1RK2B1R b - - 0 20,f6f5
r1bqkbnr/2pppp1p/8/pn4p1/1P6/5P2/2PKP1PP/RNBQ1BNR w kq - 0 7,c1b2
rnb1k3/3p4/2p4b/5Bpr/PP1p1q1P/5p1n/3Q4/R1B1K1NR w Qq - 0 25,d2f4
r1bqk1nr/1pppp2p/5ppb/p7/2NP2P1/P7/RPP1PP1P/3QKBNR w Kkq - 0 8,c4d2
2Nq2r1/1b1k4/2pppn1b/pp1P1ppp/4QP2/BPP5/P2KP1PP/RN3BR1 w - - 2 17,e4e6
1nbqk3/1ppp2b1/rn3pr1/4P1pp/8/P1K1Q3/1BP1PPPP/R4BNR w - - 4 20,e5f6
r1b1kbnr/pp6/n1Pq4/5pN1/4pPpP/BP6/P1PP1Q2/RN2KB1R b KQkq - 1 16,a6b4
rq2kb2/1bppp2r/2Q5/R4np1/4PP1p/2NB4/2PPn1PP/2B1K2R w Kq - 6 19,c6g6
3rkbn1/N1p1p3/1pr4p/5p1R/p4NP1/P2P2P1/1PP2PB1/1RBQK3 w - - 1 21,g2c6
rnbqkbnr/pp4p1/2p2p1p/1P1pp3/2P5/P4P2/3PP1PP/RNBQKBNR b KQkq - 0 6,d5c4
rnb1k2r/1ppp3p/p5p1/1N2bp2/1PBPpP1q/4n1P1/P1PB1K1P/R4QNR w kq - 4 14,d2e3
3r3r/p2k2p1/n2b4/2p2pqp/2B4P/Np1bPPP1/1PPK3R/1RBQ2N1 w - - 2 21,h4g5
2bNkb2/2p1p2r/r1p2n1n/p5pp/1P1p1PPP/P1N5/3PP3/R1BQKB1R w KQ - 1 16,h4g5
rnb1q3/p2p2p1/1p1b1rkp/2P1p3/1P2n1P1/2PQ4/P6P/RNB1KR2 b Q - 2 23,f6f1
2b2bnr/3qp3/n2p2p1/p1Pk1p1p/Pp3PPP/1P2P3/2K5/RNBN3R b - - 0 25,g8f6
3k1b2/1ppnp1Nr/5p1n/pr1p1R1P/6B1/NP6/P1PKPP2/1RBQ4 w - - 8 25,g7e6
r3k1r1/6p1/1p2p3/pb3pnp/1Pp2P1P/B2P4/P1P1P1R1/2R1QK2 b - - 0 25,g5h3
r1b5/p1pqkppr/n3p3/Pp1n4/1Pp3p1/NQP4P/3BPP2/R3KBR1 b - - 4 19,c4b3
1n1qkb2/3rpp2/2pp1pbr/PBP3p1/4PN2/P7/Q2P2KP/R1B1R3 b - - 6 25,g5f4
rn1qkbr1/1pp1pp2/p5pp/6Pn/3Np2P/1PNP3b/P1P2P2/R1BQKB1R w KQq - 0 10,h1h3
r3kbb1/p3q2r/1pn3pp/1Pp5/3P1pP1/P7/2P1B1PP/RNBQ1KNR b q - 2 20,c6d4
2rq1bnr/2p1p3/p3B2p/Ppkp1pp1/1RP5/1PBbKnP1/N4P1P/1N5R b - - 3 21,d5d4
3k4/1r1Bprb1/2np1npp/pNq4P/3PPB1Q/1P4PN/P1PK1P2/3R1R2 b - - 0 22,c5b5
1n3b2/p1q1p1kr/3n2B1/1N4p1/1p1p2P1/5P1p/PPP1N1RP/1R2KQ2 w - - 4 24,b5c7
2b4r/prpkn2p/np2p1p1/5p1B/6PP/NPB1bP2/P1K1N2R/R7 w - - 0 22,c3h8
1rb1kbnr/pp1ppppp/2Pq3B/8/5P2/3Q3N/nPP1P1PP/RN2KB1R w KQk - 3 8,d3d6
rn3bnr/pbkpp1p1/1p6/1p3p2/4P2p/P1PP3P/1P3P1R/RNB1QK2 b - - 0 14,f5e4
rnq1kb1r/2pppp2/ppb3Qp/6p1/P2P3P/1PP2P2/N3P1Pn/R1B1KBNR w k - 7 13,g6h5
1nb3n1/r1pk1p1r/3p2p1/pPP4p/1P2P2P/8/3N1KPR/R1B1QB2 w - - 0 18,c5d6
1r2kbn1/4p1pr/1Np2p1p/pP2pP2/1Q6/2P1n3/bB1P3P/3RKBNR b - - 0 23,e3c2
rnbqkb1r/3pp2p/ppn5/2p3p1/PPP1Pp2/N2P2PB/2N2P1P/R1BQKR2 b Qkq - 1 15,h7h5
1nbq2r1/1ppk1ppQ/1r2p2n/p1bp4/3P1B2/NPP2PP1/P2KP2P/R4BNR w - - 5 12,d4c5
r1bqkbr1/2pp1p1p/ppn1p1pn/4P3/3P2P1/P3B3/1PP1BP1P/RN1QK1NR w KQq - 2 8,b1c3
rn3Q1r/p1kpp2p/2p5/5p2/p4pn1/R2bB2N/1P2B2P/1N1K3R w - - 0 22,e3f4
rnb3kr/pp1p2pp/q5Qn/2p1pp2/2P2PPb/NP6/P2PP2P/R1BK1BNR b - - 2 14,h7g6
rn1qkbnr/1p1b2p1/3pp2p/pN2Pp2/1P3B2/2QP4/P1P1BPPP/R3K1NR b KQkq - 0 10,d7b5
rnbqkbn1/p1p1ppp1/Bp6/3pP2r/P4P1p/8/1PPP2PP/RNBQK1NR w KQq d6 0 6,a6c8
r1b1k3/pppp1pBr/4p1p1/5n1p/P2P2n1/1PPQP3/R4NPP/1N2KB1R w q - 2 15,f2g4
rnbqkb2/2pp2pr/4pp1p/pp3n2/P4P2/2N1P2P/1PPPN1P1/R1BQKB1R w Kq - 2 9,a4b5
r1bqk1nr/p2p2p1/1p3p1p/4n1B1/P1pNP1NP/1PPP4/3KBbP1/R1Q4R b kq - 1 19,e5g4
1nbk1bnr/r2p1pp1/p7/1pp1P2p/6Pq/2N1P2N/PPP2P1P/R1BQKBR1 w Q - 1 9,e3e4
rnb3nr/pp2kpb1/2q1p2p/2p1PPp1/B2p2P1/N1P2Q1N/PP1P3P/R1B2KR1 w - - 7 17,a4c6
rnbqr2k/1pp4p/p1Q4b/1B1pppp1/4P1n1/P1P2P1K/1P1P2PP/RNB3NR w - - 0 13,c6e8
r1b1k1r1/p1pp1pp1/1pn1p2Q/5n2/1q2B2b/N1P1PP2/PP1P1NPP/1RB2K1R b q - 4 20,b4e4
rn3k1r/pq1pbpp1/bp2p2n/2p1B2p/PP6/2PP3P/R3PPP1/1NQ1KBNR w K - 6 12,g1f3
r2q2nr/pb1nkp2/1pp3p1/3pp1Np/P1Pb2PP/1P1P4/3BPP2/2RQKB1R b K - 0 20,h5g4
rnb1kb2/p6p/1ppp1q2/1P2N1pP/6p1/P4P2/2PPPK1n/RNBQ1B2 b q - 0 16,d6e5
2b3nr/r1n1k3/4pp1P/pp1p2p1/PN1p2K1/2P4P/1P2PNR1/R1B1bB2 w - - 2 25,b4c6
1rbqkb1r/pppp1p1p/2n1p2n/6pP/6P1/5N2/PPPPPP2/RNBQKB1R b KQk - 1 6,h6g4
rnbqkbr1/p2ppppp/1p6/8/1Pp1N1n1/5PPN/P1PPP2P/R1BQKB1R b KQq - 1 7,g4f6
1r1qk1nr/pppn3p/1b2p3/P2p1pp1/R5bP/2N5/1PPPPPB1/2BQK1NR w Kk - 3 11,d2d4
rn2qb2/p1ppkppr/b3pn2/1p6/PPP4P/NQ3P1p/R2PP3/2B1K1NR w K - 2 11,a4b5
r1bq1k2/ppppn2r/4p1pp/3P1p1P/2P2Pn1/BP1BP3/P7/R2QbKNR w - - 2 21,f1e1
r1b1qknb/pnp1p2r/3pQ3/pP3ppP/2B1P3/2P4P/2K2P2/RNB3NR b - - 1 21,c8e6
rq2kb1r/1p3ppp/n2p3n/p1p1p3/1PP1P1b1/P2P4/1B1NBPPP/RQ2K1NR w KQkq - 4 10,b4b5
rqb1kb1r/3ppppp/2p2n2/ppn5/3P4/2N1B2P/PPP1PPP1/R1Q1KBNR b KQkq - 2 10,b5b4
rnbq1b1r/ppp2kpp/4pn2/3p1p2/2P5/NP3P2/P1QPP1PP/R1B1KBNR w KQ - 2 6,f3f4
rn2kbn1/2pqp3/3pb1pr/pp3Q2/5pPP/2P1PN1R/PP1P1P2/RNB1KB2 w Qq - 3 12,f5f4
rnbqk1nr/ppp2p1p/8/2bpp1p1/8/NP6/P1QPPPPP/R1B1KBNR w KQkq - 0 6,c2c5
r3kbnr/p4q2/b2p4/1pP1ppP1/1n4Pp/P1P1P2N/3P1P1R/RNBQKB2 w Qkq - 1 15,a3b4
rn1k1bnr/1ppq3p/Q5p1/3ppp2/P2P1P2/2N5/1PPB2PP/R3KBNR b - - 2 13,b8a6
rn4nr/pbp1p3/1P4kb/3N1p2/6P1/8/P1pNP1PP/R1B1KB1R w KQ - 2 19,d5c7
rq2k1nr/pp1bp1b1/8/1BppP3/P5Pp/1P3N1P/2PB1P2/RN2K2R b KQkq - 0 17,g7e5
rnb2b1r/4p1pp/1p2p2n/pkp5/2p2qP1/3B2QP/PPN2P2/1RBK2NR w - - 2 23,c1f4
1nb2bnr/1k5p/r2p1p1B/pp2N3/PP1p3P/7N/2P2PP1/R1Q1KB1R b KQ - 1 18,f8h6
rnb3n1/1pp1kppr/2B5/7p/1b1Pp1QP/p3P1P1/PPPN1P2/R1B1K1NR b KQ - 2 12,h5g4
q1b1k3/1p1nnp1r/rPpp2p1/p6p/1P2pP2/2P1P1P1/1B1P3P/RKN2B1R b - - 0 22,d7b6
3qk1n1/3npp1r/r2p2p1/1b4b1/ppp1P2p/BP6/P1PPQP1P/RN3K1R b - - 1 22,a4b3
1rbq3r/2ppn1kp/5Np1/p1b2n2/P2P1P2/4PP1P/Q1PK2B1/6NR w - - 1 24,d4c5
rnbqkb1r/3p2p1/p6p/2p4n/1P1p1p1P/1B2PPQ1/2P3P1/RNBK2NR w kq - 0 16,g3g6
r3kbn1/N5pr/n2q1pb1/2pBp2Q/Pp3P1P/2P3P1/1P1B3R/RN1K4 b q - 0 17,g6h5
r3k3/p4p1r/bpp3p1/4P2p/P1P1PNn1/q1bN4/1P1PK1PP/R1BQ1BR1 w q - 3 17,a1a3
rnbqkb1r/pppp1p2/4p2n/8/6Pp/2NP2B1/PPP1PP1P/R2QKBNR b KQkq - 1 6,h4g3
1rb1k3/1p1pp3/2p4r/q6p/3P1bp1/PN2PN2/1P4PR/1RBK1B2 b - - 3 23,a5a4
1nb5/3r1k2/3pp1q1/ppp1Bnbr/1P5Q/P1PPpP1P/6BR/RN3KN1 w - - 0 24,h4g4
rnq1kbn1/p3p3/2ppbp1r/1p4pp/2P1PP2/NP5R/P1QP2P1/1RB1KBN1 w q - 0 12,f4f5
r1bq3r/p1Nppk1p/2p2n1b/6p1/1nP1p2P/5PNR/PP1P2P1/RQB1KB2 w Q - 3 13,g3f5
r2k2nr/1p1n2bp/p1pp2P1/4pp2/6N1/1b1q1Q2/1P1PBKPP/RNB4R b - - 3 22,d3f3
1Q3b1r/1np3k1/1pn1qpP1/3pP1Np/2P5/P5Pb/RP1PPKBR/1NB5 w - - 1 23,g5e6
r1q1k2r/4pp2/nB1p1b1p/p6P/N5R1/P2P1P2/1PR1P3/3Q1K2 b kq - 0 25,c8f5
rnbqkbn1/1p1ppp2/p7/4P2r/Pp1P2pp/2P4N/1B3PPP/RN1QKB1R b KQq - 0 11,d7d6
2B2b1r/rp2p2p/3p2k1/1N1P1pp1/2p2P1P/1P2P1PN/2PB3R/1R2K3 w - - 4 25,h4h5
rn2kbnr/4q3/ppp2ppp/2BpP2P/2b3P1/1PPp4/P2K1PBR/RN1Q2N1 b kq - 0 16,e7c5
1nb1kb1r/2p2ppp/1r1pp2n/p5q1/1p1P1PPP/PPB4R/2P1P3/RN1QKBN1 w Qk - 2 11,h4g5
rn2kb1r/pb1p1N1p/1q2p1p1/1ppn1p2/1PP5/N2PK3/P1Q1PPPP/R1B2B1R w kq - 2 11,c4d5
rnbq1bn1/3ppk1r/2p4p/pp1P2p1/2B2pPP/PPP1PQ2/5P2/RNB1K1NR w - - 0 15,c4d3
2b1k1nr/rp1pp1b1/p1p2p1p/1q2n3/1P4pP/N1BPP1PR/P1P1QPB1/R3K1N1 w Qk - 4 13,a3b5
r1b3kr/b1p4p/p2qp1pn/PB2N3/1RQ1PP2/2PP1P2/1P5P/1NBK3R b - - 0 23,a6b5
2b5/1r1k1Npr/nb3n1p/p1pPpP2/P3PP2/2P5/1P1KB2q/1RBQ3R w - - 3 25,h1h2
rn2kbnr/3qp1p1/1p1p3p/2p2p2/2PPBP2/1pN5/P4QPP/RNBK1R2 w kq - 0 14,e4a8
rn2k1nr/B4p1p/p7/3bpp2/1bQ1p1P1/1PN5/1P5R/R3KBN1 w Qkq - 2 20,c4c8
1nb1kbnr/1p2p2p/2NpQ3/p1p3pP/4p3/6PB/PrPP1P2/1RB1K1NR w K - 5 17,e6c8
1B2k2r/1b1rb2p/p2pp1pK/1p6/1P1PP1p1/N3Q1RN/P1P4P/R4B2 w - - 0 23,f1d3
rn2kbnr/pb2p1pp/1qp2p2/1p1p4/5PQP/N3P3/PPPP1KP1/R1B2BNR w kq - 0 7,c2c3
r2qkbnr/pppbp3/6p1/n6p/P1pPPpP1/8/RPP1NPKP/2BQ2NR b kq - 2 11,e7e5
rnbqkb1r/2p1p2p/p2p3n/1p4p1/4PpPP/N4P1N/PPPPQ2R/R1B1KB2 b Qkq - 0 8,e7e5
2bqkbnr/r1p1pp1p/1pnp3p/8/p1PP4/1N4P1/PP1QPP1P/RN2KB1R b KQk - 1 8,c8d7
r3kbnr/2pqppp1/p1n4p/1p1p1b1Q/3P4/P1B5/1PP1PPPP/RN2KBNR w KQkq - 0 8,e2e3
rnb2bn1/pp3p2/3k3r/2p1pqpp/3PP2P/PP4P1/2PBQ3/RN2KBNR w KQ - 2 17,e4f5
r1q4r/1bpk3p/3b1pn1/p2p4/R2P1R2/4P3/1PPN2P1/2B2BNK b - - 0 25,g6f4
r1bqkbnr/p1p3p1/np1p1p2/4p2p/PP2P2P/N1R5/1BPPKPP1/R2Q1BN1 w q - 2 11,e2e1
rNbk4/1p1ppp2/5n1b/p3r1p1/8/B2KPPPp/P1Pp2NP/RNQ2BR1 b - - 1 19,d2c1r
r1bq2n1/p2nk2r/1p1p3b/2pp1pp1/1Q3PP1/P1P1P3/1P2K2P/RNB2B1R w - - 2 19,b4b3
rnb1qbnr/p1pp2p1/1pk1pp1p/2P5/3P3P/4R3/PP2PPP1/RNBQKBN1 w Q - 0 10,g2g3
rnb2knr/pppp1pp1/8/4p2p/Pb2PPq1/1P5P/N1PPN3/R1BQKB1R w KQ - 3 13,h3g4
rnb1kbnr/1p2p2p/2pp4/p4Q2/3P1NPP/P3P3/q1PBKP2/RN3B1R w k - 0 15,f5c8
r3kq2/1bpp1pp1/2n2n1r/p3p1Bp/1QN4P/2PP1P1N/PP2P1P1/1R2KB1R b Kq - 2 13,a5b4
r1bqk2r/ppp4p/4p1nn/6N1/2p1P3/2P2K2/PP1P1Q1P/R1B2B1R w kq - 8 23,f2g3
r1b1kbnr/p1p5/p1P2p1p/4pnpP/3Pp3/3QP3/PPN3P1/R1BKR3 b - - 3 22,e4d3
rnb1kbnr/p2ppp1p/1pp3p1/8/3P4/NPB1PPqB/P1P4P/RQ3KNR w - - 0 14,h2g3
r1bqkb1r/3np3/pppp3n/4Pppp/PPBPQ1PP/8/1RP2P2/1NB1K1NR b Kkq - 0 14,f5e4
rnb1kb1r/ppp2pp1/4p3/3pn2p/3NP2P/PP5R/2PP1Pq1/RNBQK3 w Qq - 0 12,h3g3
1q3k1r/r1p4p/p2Ppn1b/1b5P/1p3N2/N2PnPPR/PP2K3/1RB2B2 w - - 2 22,a3b5
rnb1k2r/pppp1p1p/7n/6p1/Pbq1p3/1QN5/1B1PPPPP/R3KBNR w KQkq - 0 10,b3c4
r1bqkbnr/1p1pppp1/p1p4p/8/1P1P4/P1P1P3/2Q1P1PP/RNB1KBNR b KQkq - 0 8,d7d5
rnb1k3/1p2b2r/p2ppp1p/q2B2B1/P1Pp4/1Q2nPNp/1P2K1P1/R3RN2 w q - 2 26,g5e3
r3kb2/pp3b1n/n1pp2Np/4p3/2P5/BP2R2p/P2PPKP1/RNQ2B2 w - - 0 20,g6f8
4k3/pbp2p1r/1r1bp2n/RP1p1Pp1/7p/3Pq3/1PP1P3/1NQ1KBNR b - - 2 22,e3c1
rn5r/p1pb1npp/2k5/1p1p2N1/P4Q1P/3P4/1R1NPPPR/2B1KB2 w - - 2 21,b2c2
1nb4r/1p1pk2p/r3p2n/p4p1P/P1P1P1p1/1N3P2/Rb2K1PR/2B2BN1 w - - 0 22,a2b2
3r3r/4bk2/np1p1npp/2p2b2/P1P2P1q/3P4/1PQ1PR2/R3K1NB b Q - 1 24,a6b4
2Bq2nr/2pp4/5k1p/3Pp3/1r5P/p1P1PP2/Pb2N1P1/R1B2K1R b - - 0 22,b4b6
3k1bn1/1p2p3/2p1P3/2P2ppr/2r5/P2n4/P1BP2KP/R1BQ2NR w - - 0 24,c2d3
r1b1kb1r/p1pp3p/1P1q3n/3Qppp1/1n3PP1/7P/PP1PP3/RNB1KBNR w KQkq - 1 11,d5a8
2bq4/r3nk1r/pp1p3b/PQpnPppp/2P2B1P/5P1R/RP2PKP1/1N3BN1 w - - 2 23,b5b3
2bqkbn1/r1pp4/np3ppB/4p3/1p1PP1p1/3K4/P1P5/RN1Q2NR b - - 1 15,g8h6
r1b1rk2/1pppn1p1/p4q2/3Pp1Pp/5p2/2PR3P/1PN3B1/2RQ1Kn1 b - - 0 25,f6g5
r2q1knr/1bppp2p/np3p1b/p5p1/3P1PPP/P3P3/1PPN3R/R1BQK1N1 w Q - 2 11,f4g5
rnbb3r/1pkp4/p4p1n/q1p4p/PP1P2pP/2N5/1BP1PN1K/3Q1BR1 w - - 6 26,d4c5
1rb1kbnr/4pppq/n2p3p/ppp1P1P1/5P1P/PP6/1BPP4/RNQ1KBNR b KQk - 0 11,h7e4
1rk1Bb1r/1p4pp/p2p1p2/n1p5/P1P1pPb1/4P2P/1P4P1/RN3KR1 b - - 1 23,g4e6
1nb2bn1/r1Npkp1r/p6p/1pp1p1q1/P3B2Q/RP3NPP/2P2P1R/2B1K3 w - - 7 25,c1g5
3qkb1r/1bpnpppp/r6n/ppNp4/1P2P3/5Q2/P1PP1PPP/RNB1KBR1 b Qk - 2 8,d5e4
rnbq4/1ppkb1pr/p2ppp1p/P2n4/R3P2P/1P1B1P2/2PP2P1/QNB1K1NR b K - 5 11,d5f4
rnbqkb1r/p1pp3p/5p2/1p2p3/1PP1nPpP/P7/N2PPKP1/R1BQ1BNR w kq - 1 10,f2e1
rn6/p2pk2r/2p2n1p/2P1ppp1/3P4/6PN/PPN1PP1P/1R2KB1R b K - 0 16,e5e4
3Brkq1/p2p1p2/3b3p/1bp1P2p/1pP4P/NP1KPN2/P6R/2R2B2 b - - 3 24,b5c6
1r5r/pqpkpp2/b2N1bP1/1P3n2/PP6/B4n1N/2QPPK2/R4BR1 b - - 2 23,f6h4
5knr/r1bR1p1p/3p2p1/2p1pbq1/N1P1P2P/1p3PP1/1P1PB3/2B1K1n1 w - - 9 26,d7f7
rqbk3r/1p1pb2p/p4ppn/2BPn3/4pN1P/6P1/PPPQPP1R/RN2KB2 w Q - 8 15,d5d6
r2qkb1r/1b1pp1p1/Rp5n/2p2p1p/4PP1P/8/1PPPN1P1/1NBK1B1R b k - 4 14,b7a6
r1bqkr2/pppp4/2n3p1/P1b5/2P1N1P1/3Pp2P/n3PP2/R3KB1R w - - 1 24,f1g2
rn2kbnr/2pqp1p1/b2p1pP1/p6p/3P1P2/2p1PN1P/PPP5/R1BQK1R1 b Qkq - 2 11,d6d5
rnbqkb1r/ppp1p2p/3p1p1n/6p1/3P2P1/2N4N/PPP1PP1P/1RBQKB1R w Kkq - 0 6,f2f3
rnb5/1p1pk2p/5qrb/p2np1p1/1PPp2P1/N4PR1/P1QPP3/R1B1K2B w Q - 9 20,c4d5
r1bq2nr/pppk4/n2p1ppp/1N4BP/P2p2P1/8/RPP1PP2/Q3KBNR b K - 2 13,a6b4
r1bB3r/B2kb2n/8/1ppp2pp/P1P2p2/NQ3PP1/nP2P2P/2R1KBNR w K - 2 19,b3b5
rnb2rk1/2p2p1p/1p2pB2/1Qn1P1p1/3p1PP1/2PP4/P2K3P/RN1N1B1R b - - 0 21,c8b7
rnbqkbnr/1p1p3p/2p1p3/pN3pp1/P5P1/BP5B/2PPPP1P/1R1QK1NR b Kkq - 1 8,c6b5
1nbqk1n1/1B2b1p1/pp2P3/2pp4/3P4/2P2r2/PP1NPP1P/R2QK1R1 w Q - 5 16,d2f3
rn2k1nr/pb1pp2p/1p1q1pp1/8/P1Pp2P1/1Q4B1/1P2PPNP/RNb1KB1R b KQkq - 3 11,d6c5
1n3Nnr/r3qkp1/5p1p/pbPpp3/2p3P1/NPB2P1B/P2QP2P/R3K2R w - - 5 21,d2d5
rnb2b1r/N3kpp1/p1pp4/1p2p1qp/P1P1P1n1/1P3K2/1B1P1PPP/R3QBNR b - - 1 14,g5f4
1r1qkb1r/1p3p1p/n1pp3n/1P2Bbp1/p1P4N/P6P/3PPPPR/RN1QKB2 b Qk - 2 11,d6e5
rnbkrb2/3pp2p/p1p5/1p1qnp1P/1P1P1P2/2P4R/4PK2/1RB1QBN1 b - - 0 25,e5g4
2k2b2/2prp1rp/8/P2pnp2/q2PPPp1/P1P2n1P/4K2P/RNQ1B1NR w - - 2 22,f4e5
1r1qkbr1/2pnpp1p/p5p1/1pB2nQ1/5P1P/2NbP2N/P1P2KP1/R7 w - - 0 18,c2d3
rRbb2nr/p5k1/n7/P3pp1p/1P3P2/5NPB/3PP2P/RNB2RK1 b - - 1 22,a8b8
r3kbnr/4pp1p/npp5/p2p1P1p/1q2P1P1/2NB1Q1b/P1PP1N2/1RB1K3 w kq - 0 15,b1b4
rn4n1/2p1p1B1/2P2pk1/pb1p3p/p4P1P/P3qNp1/RP2P1P1/1N2KBR1 w - - 3 22,b1c3
2b1k1nr/2r3pp/n1p1pp1q/1N6/6P1/2pP2K1/P1P1P2P/R2Q1BR1 w k - 1 23,b5c7
